Alpha,Cl,Cd,Cm
-10.0,-0.9424,0.0512,-0.0236
-9.0,-0.923,0.03874,-0.0148
-8.0,-0.8473,0.03095,-0.0102
-7.0,-0.7642,0.02522,-0.0054
-6.0,-0.6861,0.02096,0.0004
-5.0,-0.6143,0.01796,0.0076
-4.0,-0.5378,0.01635,0.0152
-3.0,-0.4575,0.01563,0.0232
-2.0,-0.3764,0.01591,0.0325
-1.0,-0.2078,0.01746,0.0242
0.0,-0.0,0.01763,0.0
1.0,0.2078,0.01746,-0.0242
2.0,0.3764,0.01591,-0.0325
3.0,0.4575,0.01563,-0.0232
4.0,0.5378,0.01635,-0.0152
5.0,0.6143,0.01796,-0.0076
6.0,0.6861,0.02096,-0.0004
7.0,0.7642,0.02522,0.0054
8.0,0.8473,0.03095,0.0102
9.0,0.923,0.03874,0.0148
10.0,0.9426,0.0512,0.0236
