Alpha,Cl,Cd,Cm
-10.0,-0.4611,0.12242,-0.0067
-9.0,-0.4111,0.10648,-0.0058
-8.0,-0.3919,0.09429,-0.0041
-7.0,-0.3825,0.08239,-0.0012
-6.0,-0.5541,0.04204,-0.0318
-5.0,-0.4839,0.03361,-0.0274
-4.0,-0.4011,0.02819,-0.0232
-3.0,-0.3148,0.0244,-0.0183
-2.0,-0.2533,0.02239,-0.0023
-1.0,-0.1216,0.0227,-0.0149
0.0,-0.0571,0.02475,-0.0137
1.0,0.0759,0.02882,-0.0257
2.0,0.2495,0.03296,-0.0427
3.0,0.4089,0.03616,-0.0537
4.0,0.5331,0.03896,-0.0566
5.0,0.6898,0.03885,-0.0583
6.0,0.8154,0.03794,-0.0524
7.0,0.9501,0.0337,-0.0427
8.0,1.0241,0.0351,-0.0308
9.0,1.094,0.04257,-0.0238
10.0,1.1364,0.05418,-0.0168
