Alpha,Cl,Cd,Cm
-10.0,-0.4693,0.10644,-0.0207
-9.0,-0.554,0.0902,-0.0361
-8.0,-0.5156,0.07699,-0.0295
-7.0,-0.6369,0.03351,-0.0351
-6.0,-0.5658,0.02663,-0.0297
-5.0,-0.4796,0.02226,-0.026
-4.0,-0.3902,0.01974,-0.0235
-3.0,-0.3018,0.0183,-0.0217
-2.0,-0.1491,0.01703,-0.0305
-1.0,0.0785,0.01738,-0.0504
0.0,0.2627,0.01683,-0.0655
1.0,0.4062,0.01592,-0.0699
2.0,0.5151,0.01548,-0.0668
3.0,0.6118,0.01575,-0.0618
4.0,0.7087,0.01638,-0.0573
5.0,0.8043,0.01717,-0.0525
6.0,0.8941,0.01812,-0.047
7.0,0.9695,0.01945,-0.0398
8.0,1.02,0.02351,-0.0302
9.0,1.0873,0.02903,-0.0239
10.0,1.1782,0.03554,-0.0217
