Alpha,Cl,Cd,Cm
-10.0,-0.8271,0.07016,-0.0244
-9.0,-0.8856,0.05051,-0.0185
-8.0,-0.8458,0.03852,-0.0112
-7.0,-0.7696,0.03098,-0.0058
-6.0,-0.6898,0.02559,0.0001
-5.0,-0.6174,0.02216,0.0087
-4.0,-0.5424,0.02064,0.0191
-3.0,-0.4611,0.02056,0.0309
-2.0,-0.29,0.02214,0.0266
-1.0,0.0342,0.0208,-0.0158
0.0,-0.0,0.01985,0.0
1.0,-0.0343,0.0208,0.0158
2.0,0.2899,0.02214,-0.0266
3.0,0.4611,0.02056,-0.0308
4.0,0.5424,0.02063,-0.0191
5.0,0.6173,0.02216,-0.0087
6.0,0.6898,0.02559,-0.0001
7.0,0.7696,0.03097,0.0058
8.0,0.8459,0.03852,0.0112
9.0,0.8856,0.05051,0.0184
10.0,0.8273,0.07019,0.0243
