Alpha,Cl,Cd,Cm
-8.0,-0.8095,0.05146,-0.0123
-7.0,-0.7637,0.04001,-0.0057
-6.0,-0.6914,0.03317,0.0021
-5.0,-0.6171,0.02966,0.0141
-4.0,-0.5281,0.02943,0.0289
-3.0,-0.2981,0.03102,0.0195
-2.0,-0.0085,0.02616,-0.0199
-1.0,0.0155,0.02366,-0.0142
0.0,-0.0,0.02285,-0.0
1.0,-0.0155,0.02366,0.0142
2.0,0.0086,0.02615,0.0199
3.0,0.2978,0.03101,-0.0195
4.0,0.5281,0.02943,-0.0289
5.0,0.6171,0.02966,-0.0141
6.0,0.6913,0.03317,-0.0021
7.0,0.7637,0.04001,0.0057
8.0,0.8097,0.05145,0.0123
9.0,0.7666,0.07218,0.0148
