Alpha,Cl,Cd,Cm
-10.0,-0.5155,0.12263,0.0313
-9.0,-0.5021,0.10885,0.031
-8.0,-0.7751,0.05996,-0.0097
-7.0,-0.7475,0.04636,-0.004
-6.0,-0.6878,0.03802,0.0049
-5.0,-0.6066,0.03512,0.0193
-4.0,-0.4467,0.03679,0.0288
-3.0,-0.1286,0.03283,-0.0066
-2.0,-0.0155,0.02747,-0.0196
-1.0,0.0078,0.02512,-0.0134
0.0,-0.0,0.02436,-0.0
1.0,-0.0078,0.02512,0.0134
2.0,0.0155,0.02746,0.0196
3.0,0.1287,0.03282,0.0066
4.0,0.4468,0.03679,-0.0288
5.0,0.6066,0.03512,-0.0193
6.0,0.6877,0.03802,-0.0049
7.0,0.7475,0.04636,0.0039
8.0,0.7751,0.05996,0.0097
10.0,0.5167,0.12266,-0.0315
