Alpha,Cl,Cd,Cm
-10.0,-0.9109,0.01812,-0.0208
-9.0,-0.8292,0.01531,-0.015
-8.0,-0.7314,0.01392,-0.012
-7.0,-0.6262,0.01323,-0.0103
-6.0,-0.5199,0.01233,-0.0088
-5.0,-0.4101,0.01169,-0.008
-4.0,-0.3022,0.01059,-0.0069
-3.0,-0.1941,0.00946,-0.0057
-2.0,-0.0847,0.00852,-0.0047
-1.0,0.0276,0.008,-0.0044
0.0,0.1286,0.00621,-0.0024
1.0,0.2632,0.00611,-0.0072
3.0,0.574,0.00821,-0.0273
4.0,0.6869,0.00865,-0.0282
5.0,0.7901,0.00914,-0.0269
6.0,0.8897,0.00979,-0.0251
7.0,0.9868,0.01055,-0.0228
8.0,1.0826,0.0113,-0.0203
9.0,1.176,0.01217,-0.0176
10.0,1.2661,0.01317,-0.0144
