Alpha,Cl,Cd,Cm
-9.0,-0.8494,0.05908,-0.0189
-8.0,-0.8369,0.0443,-0.012
-7.0,-0.7697,0.03516,-0.006
-6.0,-0.693,0.02901,0.0008
-5.0,-0.6196,0.02548,0.0107
-4.0,-0.5426,0.02436,0.0236
-3.0,-0.4289,0.02536,0.0331
-2.0,-0.1237,0.02555,0.0012
-1.0,0.0246,0.02222,-0.0151
0.0,-0.0,0.02134,-0.0
1.0,-0.0246,0.02221,0.0151
2.0,0.1238,0.02555,-0.0012
3.0,0.4288,0.02536,-0.0331
4.0,0.5425,0.02435,-0.0236
5.0,0.6196,0.02548,-0.0107
6.0,0.693,0.02901,-0.0008
7.0,0.7697,0.03516,0.006
8.0,0.8369,0.0443,0.012
9.0,0.8495,0.05909,0.0189
