Alpha,Cl,Cd,Cm
-10.0,-0.4877,0.10211,-0.0249
-9.0,-0.498,0.08643,-0.031
-8.0,-0.5571,0.0694,-0.0366
-7.0,-0.6442,0.02993,-0.0335
-6.0,-0.5678,0.02445,-0.0287
-5.0,-0.4802,0.02067,-0.0254
-4.0,-0.391,0.01843,-0.023
-3.0,-0.2522,0.01703,-0.0309
-2.0,-0.0964,0.01552,-0.0397
-1.0,0.1161,0.01541,-0.055
0.0,0.3099,0.01435,-0.0714
1.0,0.4213,0.01356,-0.0697
2.0,0.5182,0.01346,-0.065
3.0,0.6143,0.01384,-0.0604
4.0,0.7112,0.01457,-0.0563
5.0,0.8043,0.01543,-0.0516
6.0,0.8926,0.01648,-0.0464
7.0,0.9702,0.01797,-0.04
8.0,1.0235,0.02204,-0.0311
9.0,1.0857,0.0271,-0.0241
10.0,1.1695,0.03254,-0.0208
