Alpha,Cl,Cd,Cm
-10,-0.4518,0.1125,-0.0147
-9,-0.4634,0.09966,-0.0187
-8,-0.4671,0.08717,-0.0184
-7,-0.6203,0.04224,-0.037
-6,-0.5615,0.03271,-0.0314
-5,-0.4807,0.02656,-0.0272
-4,-0.3924,0.02299,-0.024
-3,-0.3035,0.02057,-0.0214
-2,-0.226,0.01907,-0.0147
-1,-0.0919,0.0202,-0.0219
1,0.2907,0.02289,-0.057
2,0.4486,0.02276,-0.064
3,0.577,0.02245,-0.0639
4,0.6893,0.02235,-0.0602
5,0.7964,0.0225,-0.0555
6,0.8913,0.02276,-0.0487
7,0.9689,0.02374,-0.0403
8,1.0203,0.02724,-0.0295
9,1.0982,0.0339,-0.0246
10,1.1821,0.04215,-0.0212
