Alpha,Cl,Cd,Cm
-10,-0.9911,0.01181,-0.0045
-9,-0.8862,0.01048,-0.003
-8,-0.7788,0.00941,-0.0018
-7,-0.6701,0.00843,-0.0008
-6,-0.5597,0.00763,-0.0001
-5,-0.447,0.00711,0.0001
-4,-0.3329,0.00675,0.0001
-3,-0.2181,0.00651,-0.0002
-2,-0.1034,0.00635,-0.0005
-1,0.0107,0.00674,-0.0011
0,0.1239,0.00718,-0.0015
1,0.2341,0.00677,-0.0013
2,0.3333,0.00551,0.0009
3,0.4452,0.00538,0.0012
4,0.587,0.00595,-0.0058
5,0.7065,0.00644,-0.0078
6,0.8331,0.00691,-0.0116
7,0.9586,0.00743,-0.0154
8,1.0806,0.00803,-0.0185
9,1.1985,0.00879,-0.021
10,1.3074,0.01016,-0.0222
