Alpha,Cl,Cd,Cm
-10.0,-0.4577,0.11226,-0.0156
-9.0,-0.4951,0.10103,-0.0215
-7.0,-0.6194,0.04213,-0.0371
-6.0,-0.5617,0.03242,-0.0314
-5.0,-0.4806,0.02634,-0.0271
-4.0,-0.3921,0.02286,-0.024
-3.0,-0.3033,0.02047,-0.0214
-2.0,-0.2253,0.01899,-0.0149
-1.0,-0.0835,0.02016,-0.0233
0.0,0.1147,0.02193,-0.0435
1.0,0.2923,0.02266,-0.057
2.0,0.4548,0.02234,-0.0646
3.0,0.5797,0.02208,-0.0639
4.0,0.6911,0.022,-0.0601
5.0,0.7968,0.02224,-0.0553
6.0,0.8917,0.02253,-0.0486
7.0,0.9691,0.02352,-0.0403
8.0,1.0202,0.02706,-0.0296
9.0,1.0967,0.03366,-0.0244
10.0,1.1803,0.04182,-0.021
