Alpha,Cl,Cd,Cm
-10.0,-0.7794,0.0762,-0.0222
-9.0,-0.8706,0.05322,-0.0191
-8.0,-0.8389,0.04047,-0.0121
-7.0,-0.7682,0.03218,-0.0061
-6.0,-0.6905,0.02654,0.0002
-5.0,-0.6183,0.02305,0.0092
-4.0,-0.5428,0.02162,0.0203
-3.0,-0.4576,0.02178,0.0322
-2.0,-0.2422,0.02343,0.0197
-1.0,0.0323,0.0212,-0.0158
0.0,-0.0,0.02028,0.0
1.0,-0.0322,0.0212,0.0158
2.0,0.2421,0.02343,-0.0197
3.0,0.4575,0.02178,-0.0322
4.0,0.5428,0.02162,-0.0203
5.0,0.6182,0.02305,-0.0092
6.0,0.6905,0.02653,-0.0002
7.0,0.7682,0.03218,0.0062
8.0,0.8389,0.04048,0.0121
9.0,0.8707,0.05322,0.0191
10.0,0.858,0.07026,0.024
