Alpha,Cl,Cd,Cm
-10.0,-0.9852,0.04292,-0.0196
-9.0,-0.9262,0.03396,-0.0139
-8.0,-0.8461,0.02734,-0.0096
-7.0,-0.7629,0.02272,-0.0048
-6.0,-0.6868,0.01892,0.0011
-5.0,-0.6143,0.01616,0.0079
-4.0,-0.536,0.01464,0.0143
-3.0,-0.453,0.01383,0.0206
-2.0,-0.3707,0.0138,0.0279
-1.0,-0.2753,0.0149,0.0329
0.0,0.0,0.01631,-0.0
1.0,0.2753,0.0149,-0.0328
2.0,0.3706,0.01379,-0.0279
3.0,0.453,0.01383,-0.0206
4.0,0.536,0.01464,-0.0143
5.0,0.6143,0.01615,-0.0079
6.0,0.6868,0.01891,-0.0011
7.0,0.7629,0.02272,0.0048
8.0,0.8461,0.02734,0.0096
9.0,0.9262,0.03397,0.0139
10.0,0.9853,0.04292,0.0196
