Alpha,Cl,Cd,Cm
-10.0,-0.4512,0.11284,-0.0145
-9.0,-0.4471,0.09958,-0.017
-8.0,-0.4525,0.08704,-0.0176
-7.0,-0.6212,0.04232,-0.037
-6.0,-0.5614,0.03291,-0.0314
-5.0,-0.4807,0.02673,-0.0272
-4.0,-0.3926,0.02312,-0.024
-3.0,-0.3036,0.02066,-0.0214
-2.0,-0.2266,0.01914,-0.0144
-1.0,-0.0984,0.02023,-0.0207
0.0,0.1005,0.02225,-0.0413
1.0,0.2917,0.02306,-0.0574
2.0,0.4435,0.02311,-0.0636
3.0,0.5756,0.02273,-0.064
4.0,0.6883,0.02261,-0.0604
5.0,0.7945,0.0228,-0.0555
6.0,0.8902,0.023,-0.0487
7.0,0.969,0.02392,-0.0403
8.0,1.0203,0.02739,-0.0295
9.0,1.0986,0.03406,-0.0247
10.0,1.184,0.04244,-0.0215
