Alpha,Cl,Cd,Cm
-10.0,-0.9673,0.04554,-0.0218
-9.0,-0.9248,0.03511,-0.0145
-8.0,-0.847,0.0286,-0.0096
-7.0,-0.7631,0.02342,-0.0051
-6.0,-0.6862,0.01953,0.0008
-5.0,-0.6141,0.0167,0.0077
-4.0,-0.5365,0.01516,0.0145
-3.0,-0.4544,0.01436,0.0213
-2.0,-0.3736,0.01439,0.0293
-1.0,-0.2592,0.01568,0.0311
0.0,-0.0,0.01691,0.0
1.0,0.2592,0.01568,-0.0311
2.0,0.3736,0.01439,-0.0293
3.0,0.4543,0.01436,-0.0213
4.0,0.5365,0.01516,-0.0145
5.0,0.6141,0.0167,-0.0077
6.0,0.6862,0.01953,-0.0008
7.0,0.763,0.02342,0.0051
8.0,0.847,0.0286,0.0096
9.0,0.9249,0.03511,0.0144
10.0,0.9675,0.04553,0.0218
