Alpha,Cl,Cd,Cm
-10.0,-0.4973,0.12536,0.0367
-9.0,-0.458,0.10991,0.0353
-8.0,-0.6498,0.07888,0.0051
-7.0,-0.7048,0.05721,0.0027
-6.0,-0.6459,0.0486,0.0133
-5.0,-0.5227,0.0466,0.0273
-4.0,-0.2482,0.04203,0.0075
-3.0,-0.0612,0.03305,-0.0206
-2.0,-0.0236,0.02923,-0.0192
-1.0,-0.0004,0.02705,-0.0125
0.0,-0.0,0.02634,-0.0
1.0,0.0004,0.02704,0.0125
2.0,0.0237,0.02922,0.0192
3.0,0.0614,0.03304,0.0206
4.0,0.2485,0.04201,-0.0075
5.0,0.5229,0.04659,-0.0273
6.0,0.6459,0.0486,-0.0133
7.0,0.7046,0.05723,-0.0028
8.0,0.6836,0.07608,-0.0021
9.0,0.5983,0.10241,-0.015
10.0,0.499,0.12549,-0.0369
