Alpha,Cl,Cd,Cm
-9.0,-0.7923,0.06749,-0.0171
-8.0,-0.8157,0.04909,-0.0126
-7.0,-0.7648,0.03827,-0.006
-6.0,-0.692,0.0316,0.0015
-5.0,-0.6184,0.02802,0.0126
-4.0,-0.5365,0.02737,0.027
-3.0,-0.3534,0.02921,0.0263
-2.0,-0.0155,0.0258,-0.0181
-1.0,0.0186,0.02313,-0.0145
0.0,-0.0,0.02229,-0.0
1.0,-0.0186,0.02313,0.0145
2.0,0.0154,0.02579,0.0181
3.0,0.3533,0.02921,-0.0263
4.0,0.5365,0.02737,-0.027
5.0,0.6184,0.02802,-0.0126
6.0,0.692,0.0316,-0.0015
7.0,0.7648,0.03827,0.006
8.0,0.8158,0.04908,0.0126
9.0,0.7925,0.06751,0.0171
