Alpha,Cl,Cd,Cm
-10.0,-0.4818,0.12375,0.036
-9.0,-0.4387,0.10809,0.0337
-8.0,-0.6331,0.08134,0.0078
-7.0,-0.6697,0.06157,0.0063
-6.0,-0.6322,0.05079,0.0152
-5.0,-0.5046,0.0482,0.0278
-4.0,-0.2254,0.04212,0.004
-3.0,-0.0621,0.03329,-0.0206
-2.0,-0.0248,0.0295,-0.0192
-1.0,-0.0015,0.02734,-0.0123
0.0,-0.0,0.02664,-0.0
1.0,0.0015,0.02734,0.0123
2.0,0.0249,0.0295,0.0192
3.0,0.0623,0.03328,0.0206
4.0,0.2257,0.04211,-0.004
5.0,0.5047,0.04819,-0.0278
6.0,0.6322,0.05079,-0.0152
7.0,0.6699,0.06156,-0.0063
8.0,0.6334,0.08135,-0.0079
9.0,0.5613,0.1049,-0.0197
10.0,0.4832,0.12382,-0.0362
