Alpha,Cl,Cd,Cm
-10,-0.9865,0.01225,-0.0054
-9,-0.8823,0.01088,-0.0037
-7,-0.6679,0.00861,-0.0013
-6,-0.5572,0.00787,-0.0007
-5,-0.4444,0.00739,-0.0005
-4,-0.3305,0.00702,-0.0005
-3,-0.2157,0.00677,-0.0007
-2,-0.1014,0.00648,-0.0008
-1,0.0125,0.00678,-0.0013
1,0.233,0.00673,-0.0012
2,0.3235,0.00519,0.0032
3,0.4558,0.00568,-0.0013
4,0.5966,0.0062,-0.008
5,0.7167,0.00672,-0.0102
6,0.8429,0.00722,-0.0139
7,0.9682,0.00776,-0.0177
8,1.0899,0.00835,-0.0208
9,1.2085,0.0091,-0.0234
10,1.3027,0.01047,-0.0213
