Alpha,Cl,Cd,Cm
-10.0,-0.8693,0.06424,-0.0253
-9.0,-0.9021,0.04662,-0.0173
-8.0,-0.8456,0.03633,-0.0112
-7.0,-0.768,0.0292,-0.0058
-6.0,-0.6884,0.02417,0.0001
-5.0,-0.6163,0.02085,0.0082
-4.0,-0.5412,0.01925,0.0176
-3.0,-0.4625,0.0189,0.0285
-2.0,-0.3413,0.02005,0.0328
-1.0,-0.0413,0.02038,-0.0024
0.0,-0.0,0.01919,-0.0
1.0,0.0413,0.02037,0.0024
2.0,0.3412,0.02005,-0.0328
3.0,0.4624,0.0189,-0.0285
4.0,0.5411,0.01925,-0.0176
5.0,0.6162,0.02085,-0.0082
6.0,0.6884,0.02417,-0.0001
7.0,0.768,0.0292,0.0058
8.0,0.8456,0.03633,0.0112
9.0,0.9021,0.04662,0.0173
10.0,0.8695,0.06426,0.0253
