Alpha,Cl,Cd,Cm
-10.0,-0.7325,0.08364,-0.0165
-9.0,-0.8713,0.05489,-0.0188
-8.0,-0.8402,0.04169,-0.0119
-7.0,-0.7699,0.03326,-0.006
-6.0,-0.6922,0.02747,0.0005
-5.0,-0.6189,0.02399,0.0097
-4.0,-0.5436,0.02262,0.0215
-3.0,-0.4525,0.02303,0.0333
-2.0,-0.1943,0.02447,0.0125
-1.0,0.0291,0.02161,-0.0155
0.0,-0.0,0.0207,0.0
1.0,-0.0291,0.0216,0.0155
2.0,0.1943,0.02446,-0.0125
3.0,0.4524,0.02303,-0.0333
4.0,0.5435,0.02262,-0.0215
5.0,0.6188,0.02398,-0.0097
6.0,0.6922,0.02747,-0.0005
7.0,0.7699,0.03326,0.006
8.0,0.8402,0.04169,0.0119
9.0,0.8714,0.05489,0.0187
10.0,0.7967,0.07683,0.022
