Alpha,Cl,Cd,Cm
-10.0,-0.4884,0.12345,0.0349
-9.0,-0.4558,0.10893,0.0341
-8.0,-0.6727,0.07615,0.0022
-7.0,-0.7018,0.05674,0.0022
-6.0,-0.6604,0.04654,0.0116
-5.0,-0.543,0.04498,0.0269
-4.0,-0.2693,0.04195,0.0105
-3.0,-0.0605,0.03288,-0.0206
-2.0,-0.0228,0.02904,-0.0193
-1.0,0.0004,0.02684,-0.0126
0.0,-0.0,0.02612,-0.0
1.0,-0.0004,0.02684,0.0126
2.0,0.0229,0.02903,0.0193
3.0,0.0607,0.03287,0.0205
4.0,0.2696,0.04194,-0.0106
5.0,0.5431,0.04497,-0.0269
6.0,0.6604,0.04653,-0.0116
7.0,0.7019,0.05674,-0.0023
8.0,0.6729,0.07616,-0.0023
9.0,0.5895,0.10194,-0.0149
10.0,0.4897,0.1235,-0.0352
