Alpha,Cl,Cd,Cm
-10.0,-0.3158,0.10892,0.0081
-9.0,-0.284,0.09605,0.0021
-8.0,-0.2538,0.0838,-0.0039
-7.0,-0.2244,0.07252,-0.0098
-6.0,-0.1947,0.06266,-0.0151
-5.0,-0.1631,0.05448,-0.0191
-4.0,-0.129,0.04814,-0.021
-3.0,-0.093,0.04355,-0.0201
-2.0,-0.0577,0.04054,-0.0161
-1.0,-0.0271,0.03886,-0.009
0.0,-0.0,0.03832,-0.0
1.0,0.0271,0.03886,0.009
2.0,0.0578,0.04054,0.0161
3.0,0.0931,0.04354,0.0201
4.0,0.1292,0.04812,0.0209
5.0,0.1635,0.05446,0.019
6.0,0.1952,0.06263,0.015
7.0,0.2251,0.07249,0.0097
8.0,0.2547,0.08376,0.0038
9.0,0.285,0.09603,-0.0023
10.0,0.3169,0.10891,-0.0083
