Alpha,Cl,Cd,Cm
-10.0,-0.4213,0.12111,0.0351
-9.0,-0.3282,0.09921,0.0192
-8.0,-0.5131,0.09432,0.025
-7.0,-0.5127,0.0791,0.0246
-6.0,-0.4348,0.06647,0.0249
-4.0,-0.1094,0.04097,-0.0196
-3.0,-0.071,0.03571,-0.0208
-2.0,-0.0353,0.0322,-0.0184
-1.0,-0.0107,0.03021,-0.0112
0.0,-0.0,0.02957,-0.0
1.0,0.0107,0.03021,0.0112
2.0,0.0353,0.03219,0.0184
3.0,0.0712,0.0357,0.0208
4.0,0.1097,0.04095,0.0196
5.0,0.2196,0.05151,0.001
7.0,0.513,0.07909,-0.0247
8.0,0.5292,0.09451,-0.0251
9.0,0.329,0.09913,-0.0194
10.0,0.4227,0.12117,-0.0354
