Alpha,Cl,Cd,Cm
-9.0,-0.2816,0.09438,0.0042
-8.0,-0.2503,0.08183,-0.0018
-7.0,-0.2197,0.07027,-0.0078
-6.0,-0.1888,0.06009,-0.0135
-5.0,-0.1561,0.0516,-0.0181
-4.0,-0.1211,0.04497,-0.0207
-3.0,-0.0846,0.04014,-0.0206
-2.0,-0.0495,0.03695,-0.017
-1.0,-0.0215,0.03517,-0.0098
0.0,-0.0,0.0346,-0.0
1.0,0.0215,0.03517,0.0098
2.0,0.0496,0.03695,0.017
3.0,0.0847,0.04013,0.0205
4.0,0.1214,0.04495,0.0206
5.0,0.1565,0.05158,0.018
6.0,0.1893,0.06006,0.0134
7.0,0.2205,0.07024,0.0077
8.0,0.2512,0.0818,0.0016
9.0,0.2827,0.09435,-0.0044
10.0,0.3157,0.10753,-0.0104
