Alpha,Cl,Cd,Cm
-10.0,-0.6998,0.09207,-0.009
-9.0,-0.8458,0.05886,-0.0191
-8.0,-0.834,0.04405,-0.0123
-6.0,-0.692,0.02875,0.0007
-5.0,-0.619,0.02521,0.0105
-4.0,-0.5439,0.02394,0.0232
-3.0,-0.4383,0.02478,0.0338
-2.0,-0.1352,0.02538,0.0031
-1.0,0.0255,0.0221,-0.0152
0.0,-0.0,0.02122,-0.0
1.0,-0.0255,0.02209,0.0152
2.0,0.1352,0.02537,-0.003
3.0,0.4382,0.02478,-0.0337
4.0,0.5438,0.02394,-0.0232
5.0,0.6189,0.02521,-0.0105
6.0,0.692,0.02875,-0.0007
7.0,0.7683,0.03489,0.0061
8.0,0.834,0.04405,0.0123
9.0,0.8459,0.05887,0.0191
10.0,0.7665,0.0821,0.0192
