Alpha,Cl,Cd,Cm
-10.0,-0.8505,0.07025,-0.0241
-9.0,-0.8786,0.0522,-0.0188
-8.0,-0.8392,0.04017,-0.012
-7.0,-0.7683,0.03194,-0.0061
-6.0,-0.6905,0.02635,0.0002
-5.0,-0.6184,0.02287,0.0091
-4.0,-0.5429,0.02143,0.0201
-3.0,-0.459,0.02153,0.032
-2.0,-0.2549,0.02319,0.0217
-1.0,0.0329,0.02113,-0.0159
0.0,-0.0,0.0202,-0.0
1.0,-0.0328,0.02113,0.0158
2.0,0.2548,0.02319,-0.0217
3.0,0.459,0.02153,-0.032
4.0,0.5429,0.02143,-0.02
5.0,0.6184,0.02287,-0.0091
6.0,0.6905,0.02635,-0.0002
7.0,0.7683,0.03194,0.0061
8.0,0.8392,0.04017,0.012
9.0,0.8788,0.05219,0.0188
10.0,0.7766,0.07616,0.022
