Alpha,Cl,Cd,Cm
-10.0,-0.3953,0.12343,0.0058
-9.0,-0.3579,0.11022,0.0074
-8.0,-0.3157,0.09733,0.0093
-7.0,-0.5095,0.07654,-0.0187
-6.0,-0.5336,0.05708,-0.0236
-5.0,-0.4901,0.04379,-0.0221
-4.0,-0.4183,0.03572,-0.0165
-3.0,-0.3478,0.03047,-0.0061
-2.0,-0.1209,0.02674,-0.0241
-1.0,-0.1103,0.0264,-0.0156
0.0,-0.05,0.02807,-0.0131
1.0,0.0141,0.03086,-0.0124
2.0,0.0776,0.03467,-0.0129
3.0,0.1388,0.0395,-0.0144
4.0,0.2891,0.04826,-0.0332
5.0,0.4319,0.05694,-0.0473
6.0,0.5481,0.06522,-0.0538
7.0,0.6328,0.0738,-0.0539
8.0,0.7333,0.08023,-0.0485
10.0,0.7519,0.11,-0.0431
