Alpha,Cl,Cd,Cm
-10.0,-0.6893,0.09572,-0.0063
-9.0,-0.832,0.06128,-0.0188
-8.0,-0.827,0.04569,-0.0126
-7.0,-0.7676,0.03588,-0.0061
-6.0,-0.6923,0.02959,0.0009
-5.0,-0.6194,0.02602,0.0111
-4.0,-0.5409,0.02505,0.0244
-3.0,-0.4183,0.02618,0.0326
-2.0,-0.0993,0.02575,-0.003
-1.0,0.0232,0.02242,-0.015
0.0,-0.0,0.02156,-0.0
1.0,-0.0232,0.02242,0.015
2.0,0.0993,0.02574,0.003
3.0,0.4183,0.02618,-0.0326
4.0,0.5409,0.02505,-0.0244
5.0,0.6194,0.02602,-0.0111
6.0,0.6923,0.02959,-0.0009
7.0,0.7676,0.03588,0.0061
8.0,0.827,0.04569,0.0126
9.0,0.8603,0.05924,0.0184
10.0,0.7315,0.08827,0.0143
