Alpha,Cl,Cd,Cm
-9.0,-0.7746,0.07209,-0.015
-8.0,-0.8018,0.05281,-0.0122
-7.0,-0.7598,0.04087,-0.0057
-6.0,-0.6908,0.03367,0.0024
-5.0,-0.6163,0.0302,0.0146
-4.0,-0.5254,0.03002,0.0294
-3.0,-0.2683,0.0315,0.0152
-2.0,-0.0093,0.02629,-0.0198
-1.0,0.0146,0.02381,-0.0141
0.0,-0.0,0.02301,-0.0
1.0,-0.0146,0.02381,0.0141
2.0,0.0094,0.02628,0.0198
3.0,0.2683,0.03149,-0.0152
4.0,0.5254,0.03002,-0.0294
5.0,0.6163,0.0302,-0.0145
6.0,0.6908,0.03367,-0.0024
7.0,0.7598,0.04087,0.0057
8.0,0.8018,0.0528,0.0121
9.0,0.7748,0.07212,0.0149
