Alpha,Cl,Cd,Cm
-10.0,-0.4846,0.10446,-0.0235
-9.0,-0.4734,0.09079,-0.026
-8.0,-0.5048,0.07634,-0.029
-7.0,-0.639,0.03225,-0.0348
-6.0,-0.5664,0.0257,-0.0294
-5.0,-0.4798,0.02192,-0.0257
-4.0,-0.3902,0.01931,-0.0233
-3.0,-0.2973,0.01796,-0.0226
-2.0,-0.1314,0.01658,-0.0336
-1.0,0.1041,0.01681,-0.0544
0.0,0.2847,0.01595,-0.0686
1.0,0.4105,0.01515,-0.0698
2.0,0.5147,0.01484,-0.066
3.0,0.6127,0.01509,-0.0613
4.0,0.7107,0.01573,-0.057
5.0,0.8047,0.01656,-0.0522
6.0,0.8932,0.01757,-0.0467
7.0,0.9696,0.01896,-0.0398
8.0,1.0212,0.02301,-0.0305
9.0,1.0862,0.0283,-0.0239
10.0,1.1735,0.03448,-0.021
