Alpha,Cl,Cd,Cm
-10.0,-1.0668,0.01389,0.003
-9.0,-0.9598,0.01254,0.0032
-8.0,-0.8499,0.0116,0.003
-7.0,-0.7411,0.00965,0.003
-6.0,-0.6285,0.00862,0.0025
-5.0,-0.5146,0.00758,0.0018
-4.0,-0.3992,0.00673,0.001
-3.0,-0.2825,0.00622,-0.0001
-2.0,-0.1648,0.00581,-0.0014
-1.0,-0.045,0.00584,-0.0036
0.0,0.0764,0.00534,-0.0071
1.0,0.1961,0.00489,-0.0099
2.0,0.314,0.00508,-0.0115
3.0,0.4312,0.00538,-0.013
4.0,0.5473,0.00565,-0.0142
5.0,0.6618,0.00601,-0.0152
6.0,0.7742,0.00678,-0.016
7.0,0.8848,0.0077,-0.0165
8.0,0.9931,0.00866,-0.0167
10.0,1.2101,0.01073,-0.0177
