Alpha,Cl,Cd,Cm
-10.0,-0.9621,0.04742,-0.0221
-9.0,-0.921,0.03664,-0.0151
-8.0,-0.8486,0.02952,-0.0094
-6.0,-0.6861,0.02,0.0007
-5.0,-0.6141,0.01711,0.0077
-4.0,-0.5369,0.01553,0.0147
-3.0,-0.4554,0.01476,0.0219
-2.0,-0.3748,0.01488,0.0304
-1.0,-0.2472,0.01624,0.0297
0.0,-0.0,0.01714,0.0
1.0,0.2472,0.01624,-0.0297
2.0,0.3747,0.01488,-0.0304
3.0,0.4553,0.01475,-0.0219
4.0,0.5369,0.01553,-0.0147
5.0,0.6141,0.01711,-0.0077
6.0,0.6861,0.02,-0.0007
7.0,0.7633,0.02405,0.0052
8.0,0.8486,0.02952,0.0094
9.0,0.9211,0.03664,0.0151
10.0,0.9621,0.04742,0.0221
