Alpha,Cl,Cd,Cm
-10.0,-0.3391,0.11044,0.0186
-9.0,-0.2801,0.09309,0.0064
-8.0,-0.2475,0.08027,0.0004
-7.0,-0.4404,0.08186,0.0268
-5.0,-0.1496,0.04919,-0.0167
-4.0,-0.1133,0.04224,-0.0201
-3.0,-0.0758,0.03714,-0.0208
-2.0,-0.0405,0.03375,-0.0179
-1.0,-0.0148,0.03184,-0.0107
0.0,-0.0,0.03122,-0.0
1.0,0.0148,0.03184,0.0107
2.0,0.0405,0.03374,0.0179
3.0,0.076,0.03713,0.0208
4.0,0.1136,0.04222,0.0201
5.0,0.1501,0.04916,0.0167
6.0,0.3198,0.0659,-0.0144
7.0,0.432,0.08148,-0.0261
9.0,0.2813,0.09306,-0.0066
10.0,0.3402,0.11043,-0.0188
