Alpha,Cl,Cd,Cm
-10,-0.9954,0.01141,-0.0037
-9,-0.8898,0.01016,-0.0023
-8,-0.7819,0.00913,-0.0012
-7,-0.6723,0.00826,-0.0004
-6,-0.5624,0.00736,0.0004
-5,-0.4495,0.00685,0.0006
-4,-0.3352,0.00652,0.0005
-3,-0.2204,0.00628,0.0003
-2,-0.1054,0.0063,-0.0002
-1,0.0085,0.00678,-0.0008
0,0.1227,0.00702,-0.0013
1,0.2347,0.00676,-0.0013
2,0.3397,0.00588,-0.0003
3,0.4419,0.00514,0.0019
4,0.5753,0.00563,-0.0031
5,0.7,0.00612,-0.0063
6,0.823,0.00663,-0.0093
7,0.9482,0.0071,-0.0129
8,1.0711,0.00766,-0.0162
9,1.1869,0.00874,-0.0185
10,1.2993,0.00984,-0.0202
