Alpha,Cl,Cd,Cm
-9.0,-0.7632,0.07149,-0.0152
-8.0,-0.8164,0.05021,-0.0123
-7.0,-0.764,0.03936,-0.0058
-6.0,-0.6937,0.03237,0.0019
-5.0,-0.6196,0.02883,0.0134
-4.0,-0.5304,0.02866,0.0281
-3.0,-0.3142,0.03041,0.0214
-2.0,-0.0075,0.02597,-0.0199
-1.0,0.0167,0.02345,-0.0143
0.0,-0.0,0.02262,-0.0
1.0,-0.0167,0.02344,0.0143
2.0,0.0076,0.02596,0.0199
3.0,0.3141,0.03041,-0.0214
4.0,0.5303,0.02866,-0.0281
5.0,0.6196,0.02883,-0.0134
6.0,0.6937,0.03237,-0.0019
7.0,0.764,0.03936,0.0058
8.0,0.8164,0.05021,0.0123
9.0,0.7807,0.0698,0.016
10.0,0.5538,0.12133,-0.0268
