Alpha,Cl,Cd,Cm
-10.0,-0.9359,0.05294,-0.0239
-9.0,-0.9156,0.04002,-0.016
-8.0,-0.8478,0.0318,-0.0102
-7.0,-0.7646,0.02583,-0.0056
-6.0,-0.6863,0.02144,0.0003
-5.0,-0.6145,0.01837,0.0076
-4.0,-0.5385,0.01675,0.0154
-3.0,-0.4588,0.01605,0.0239
-2.0,-0.3772,0.01641,0.0334
-1.0,-0.1842,0.01802,0.0206
0.0,-0.0,0.01786,0.0
1.0,0.1842,0.01802,-0.0206
2.0,0.3772,0.0164,-0.0334
3.0,0.4587,0.01605,-0.0239
4.0,0.5385,0.01675,-0.0154
5.0,0.6145,0.01837,-0.0076
6.0,0.6862,0.02144,-0.0003
7.0,0.7645,0.02582,0.0056
8.0,0.8478,0.0318,0.0102
9.0,0.9157,0.04002,0.016
10.0,0.936,0.05295,0.0238
