Alpha,Cl,Cd,Cm
-10.0,-0.9859,0.04309,-0.0195
-9.0,-0.9264,0.03408,-0.0139
-8.0,-0.8461,0.02742,-0.0096
-7.0,-0.7629,0.02278,-0.0048
-6.0,-0.6867,0.01896,0.0011
-5.0,-0.6143,0.01619,0.0079
-4.0,-0.536,0.01467,0.0143
-3.0,-0.4531,0.01386,0.0206
-2.0,-0.3708,0.01384,0.028
-1.0,-0.2752,0.01494,0.0329
0.0,0.0,0.01635,-0.0
1.0,0.2752,0.01494,-0.0329
2.0,0.3708,0.01383,-0.028
3.0,0.4531,0.01386,-0.0206
4.0,0.536,0.01467,-0.0143
5.0,0.6142,0.01619,-0.0079
6.0,0.6867,0.01896,-0.0011
7.0,0.7629,0.02278,0.0048
8.0,0.8461,0.02742,0.0096
9.0,0.9265,0.03408,0.0139
10.0,0.9859,0.04309,0.0195
