Alpha,Cl,Cd,Cm
-20,-0.5351,0.21474,0.0293
-19,-0.5179,0.20404,0.0253
-18,-0.5052,0.19506,0.0213
-17,-0.4989,0.18785,0.0175
-16,-0.4742,0.17494,0.0149
-15,-0.4632,0.16659,0.0124
-14,-0.4473,0.15623,0.0105
-13,-0.4432,0.14805,0.0096
-12,-0.4303,0.13755,0.0091
-11,-0.4301,0.12728,0.0093
-10,-0.4145,0.11322,0.0095
-9,-0.6655,0.06243,-0.0219
-8,-0.7634,0.0377,-0.0161
-7,-0.7362,0.02512,-0.0078
-6,-0.6681,0.01832,-0.0001
-5,-0.599,0.01394,0.0105
-4,-0.5259,0.0119,0.0237
-3,-0.4143,0.0123,0.0334
-2,-0.1554,0.01298,0.0117
-1,0.0535,0.00994,-0.0149
0,0,0.01013,0
1,-0.0535,0.00994,0.0149
2,0.1559,0.01296,-0.0118
3,0.4147,0.01225,-0.0335
4,0.5385,0.02635,-0.0259
5,0.6201,0.02705,-0.0119
6,0.6931,0.03065,-0.0012
7,0.7685,0.03706,0.0059
8,0.8306,0.04686,0.0122
9,0.8405,0.0625,0.0182
10,0.63505,0.09481,0.00445
11,0.4296,0.12712,-0.0093
12,0.4297,0.13733,-0.0091
13,0.4421,0.14772,-0.0095
14,0.4462,0.15589,-0.0104
15,0.4623,0.16628,-0.0122
16,0.4729,0.17454,-0.0147
17,0.498,0.18751,-0.0173
18,0.5042,0.1947,-0.0211
19,0.5167,0.20361,-0.0251
20,0.534,0.21432,-0.029
