Alpha,Cl,Cd,Cm
-10.0,-0.5242,0.09996,-0.0327
-9.0,-0.6798,0.05352,-0.0505
-8.0,-0.7055,0.03583,-0.0401
-7.0,-0.6454,0.02898,-0.0334
-6.0,-0.5684,0.02374,-0.0285
-5.0,-0.4803,0.02026,-0.0252
-4.0,-0.3913,0.01812,-0.0228
-3.0,-0.2364,0.01661,-0.0338
-2.0,-0.0816,0.01502,-0.0422
-1.0,0.1084,0.0148,-0.0531
0.0,0.3197,0.0137,-0.0724
1.0,0.423,0.013,-0.0693
2.0,0.5196,0.01293,-0.0647
3.0,0.6147,0.01338,-0.0601
4.0,0.7102,0.01414,-0.0559
5.0,0.8035,0.015,-0.0513
6.0,0.8924,0.01606,-0.0463
7.0,0.9705,0.01759,-0.0401
8.0,1.0244,0.02166,-0.0313
9.0,1.0861,0.02651,-0.0243
10.0,1.171,0.0323,-0.0212
