Alpha,Cl,Cd,Cm
-10.0,-0.4814,0.10469,-0.0229
-9.0,-0.4715,0.09104,-0.0256
-8.0,-0.5034,0.07654,-0.0289
-7.0,-0.6387,0.03239,-0.0348
-6.0,-0.5663,0.02578,-0.0294
-5.0,-0.4797,0.02198,-0.0257
-4.0,-0.3902,0.01935,-0.0234
-3.0,-0.2993,0.018,-0.0222
-2.0,-0.1327,0.01663,-0.0334
-1.0,0.1045,0.01686,-0.0545
0.0,0.2829,0.01603,-0.0683
1.0,0.4099,0.01523,-0.0697
2.0,0.5145,0.0149,-0.066
3.0,0.6125,0.01515,-0.0614
4.0,0.7105,0.01578,-0.057
5.0,0.8046,0.01661,-0.0522
6.0,0.8932,0.01762,-0.0467
7.0,0.9696,0.019,-0.0398
8.0,1.0211,0.02305,-0.0304
9.0,1.0863,0.02836,-0.0239
10.0,1.1738,0.03457,-0.021
