Alpha,Cl,Cd,Cm
-10.0,-0.8933,0.06477,-0.0243
-9.0,-0.8859,0.04935,-0.0186
-8.0,-0.8443,0.03787,-0.0114
-7.0,-0.768,0.03033,-0.006
-6.0,-0.6892,0.02501,0.0001
-5.0,-0.6173,0.02162,0.0085
-4.0,-0.5421,0.02006,0.0185
-3.0,-0.4628,0.01985,0.03
-2.0,-0.3175,0.02125,0.0303
-1.0,0.0036,0.0207,-0.0103
0.0,-0.0,0.01959,-0.0
1.0,-0.0036,0.0207,0.0103
2.0,0.3174,0.02125,-0.0303
3.0,0.4627,0.01985,-0.03
4.0,0.5421,0.02006,-0.0185
5.0,0.6173,0.02162,-0.0085
6.0,0.6891,0.02501,-0.0001
7.0,0.768,0.03033,0.006
8.0,0.8443,0.03787,0.0114
9.0,0.886,0.04935,0.0186
10.0,0.8934,0.06479,0.0243
