Alpha,Cl,Cd,Cm
-10.0,-0.4644,0.10781,-0.0193
-9.0,-0.5276,0.09393,-0.0307
-8.0,-0.5018,0.07974,-0.0265
-7.0,-0.6348,0.03499,-0.0357
-6.0,-0.5651,0.02809,-0.0299
-5.0,-0.4798,0.02328,-0.0263
-4.0,-0.3901,0.02047,-0.0237
-3.0,-0.3018,0.01881,-0.0217
-2.0,-0.1823,0.01764,-0.0245
-1.0,0.0335,0.01826,-0.0431
0.0,0.2228,0.01825,-0.0596
1.0,0.3861,0.01748,-0.0681
2.0,0.5044,0.01697,-0.0667
3.0,0.6077,0.01699,-0.0625
4.0,0.7074,0.01746,-0.058
5.0,0.8035,0.01823,-0.0531
6.0,0.8935,0.01909,-0.0473
7.0,0.9693,0.02033,-0.0398
8.0,1.0194,0.02432,-0.0299
9.0,1.0887,0.03001,-0.0239
10.0,1.176,0.03666,-0.0209
