Alpha,Cl,Cd,Cm
-10.0,-0.4411,0.11614,-0.0104
-9.0,-0.4345,0.10416,-0.0114
-8.0,-0.4504,0.09286,-0.0112
-7.0,-0.5967,0.0503,-0.037
-6.0,-0.5573,0.03737,-0.032
-5.0,-0.4819,0.02992,-0.0276
-4.0,-0.3966,0.0256,-0.0239
-3.0,-0.308,0.02244,-0.0203
-2.0,-0.2417,0.0206,-0.0086
-1.0,-0.1265,0.02133,-0.0148
0.0,-0.0077,0.02404,-0.0234
1.0,0.1828,0.02703,-0.0426
2.0,0.3464,0.02897,-0.054
3.0,0.4986,0.02995,-0.0603
4.0,0.6343,0.02997,-0.0607
5.0,0.7641,0.02903,-0.0574
6.0,0.873,0.02825,-0.0503
7.0,0.9649,0.02803,-0.0413
8.0,1.0238,0.03073,-0.03
9.0,1.0985,0.03787,-0.0241
10.0,1.1644,0.04759,-0.0188
