Alpha,Cl,Cd,Cm
-10.0,-0.7868,0.08116,-0.0202
-9.0,-0.8483,0.05904,-0.0189
-8.0,-0.8361,0.04424,-0.0121
-7.0,-0.7693,0.0351,-0.006
-6.0,-0.6927,0.02895,0.0008
-5.0,-0.6194,0.02542,0.0107
-4.0,-0.5428,0.02426,0.0235
-3.0,-0.4311,0.02523,0.0333
-2.0,-0.1259,0.02551,0.0015
-1.0,0.0248,0.02219,-0.0151
0.0,-0.0,0.02131,-0.0
1.0,-0.0248,0.02219,0.0151
2.0,0.1259,0.0255,-0.0015
3.0,0.431,0.02523,-0.0333
4.0,0.5428,0.02426,-0.0235
5.0,0.6193,0.02542,-0.0106
6.0,0.6927,0.02895,-0.0008
7.0,0.7693,0.0351,0.006
8.0,0.8361,0.04424,0.0121
9.0,0.8484,0.05905,0.0189
10.0,0.7871,0.0812,0.0201
