Alpha,Cl,Cd,Cm
-15,-0.4491,0.16913,0.0165
-14,-0.4489,0.16417,0.0159
-13,-0.416,0.15032,0.0148
-12,-0.4006,0.14075,0.0151
-11,-0.3801,0.12929,0.0156
-10,-0.347,0.11599,0.0158
-9,-0.4546,0.10942,0.0363
-8,-0.388,0.09285,0.0327
-7,-0.2533,0.07017,0.0106
-6,-0.6488,0.04915,0.0154
-4,-0.1769,0.04001,-0.0012
-3,-0.0531,0.0314,-0.0201
-2,-0.0136,0.02731,-0.0197
-1,0.0095,0.02493,-0.0136
0,0,0.02416,0
1,-0.0095,0.02493,0.0136
2,0.0137,0.0273,0.0197
3,0.0533,0.03138,0.0201
4,0.1773,0.03999,0.0011
5,0.4994,0.04782,-0.0301
6,0.6489,0.04915,-0.0155
7,0.6257,0.06716,-0.0133
9,0.4563,0.10955,-0.0366
10,0.4902,0.12313,-0.0355
11,0.5474,0.14099,-0.0369
12,0.562,0.15202,-0.036
13,0.6026,0.1679,-0.0375
14,0.6225,0.1794,-0.0398
15,0.671,0.19793,-0.0427
