Alpha,Cl,Cd,Cm
-10.0,-0.3399,0.12153,0.0116
-9.0,-0.2598,0.10336,0.0048
-8.0,-0.12,0.07852,-0.0217
-7.0,-0.4332,0.08605,-0.0029
-6.0,-0.4839,0.06963,-0.007
-5.0,-0.4876,0.05416,-0.0081
-4.0,-0.4366,0.0437,-0.0022
-3.0,-0.3811,0.03689,0.0128
-2.0,-0.1213,0.02977,-0.0243
-1.0,-0.1024,0.0295,-0.0163
0.0,-0.0446,0.03096,-0.0131
1.0,0.0179,0.03349,-0.0117
2.0,0.0801,0.03707,-0.0116
3.0,0.1404,0.04168,-0.0127
4.0,0.1975,0.04738,-0.0146
5.0,0.2502,0.05429,-0.0173
6.0,0.2977,0.06257,-0.0209
7.0,0.3401,0.07233,-0.0251
8.0,0.3779,0.08362,-0.0301
9.0,0.4372,0.09961,-0.0418
10.0,0.5482,0.12372,-0.062
