Alpha,Cl,Cd,Cm
-10.0,-0.9846,0.01244,-0.0057
-9.0,-0.8807,0.01104,-0.004
-8.0,-0.7746,0.0098,-0.0026
-7.0,-0.6671,0.00868,-0.0014
-6.0,-0.5562,0.00798,-0.0009
-5.0,-0.4434,0.00751,-0.0007
-4.0,-0.3297,0.00711,-0.0006
-3.0,-0.2149,0.00687,-0.0009
-2.0,-0.1008,0.00655,-0.001
-1.0,0.0132,0.00675,-0.0014
0.0,0.1256,0.00736,-0.0018
1.0,0.2325,0.00668,-0.0011
2.0,0.3226,0.00519,0.0034
3.0,0.4598,0.00577,-0.0022
4.0,0.5997,0.0063,-0.0087
5.0,0.7204,0.00681,-0.011
6.0,0.8463,0.00733,-0.0147
7.0,0.9717,0.00786,-0.0185
8.0,1.0933,0.00845,-0.0216
9.0,1.2112,0.0092,-0.024
10.0,1.3011,0.01059,-0.021
