Alpha,Cl,Cd,Cm
-10.0,-0.7155,0.08944,-0.0124
-9.0,-0.8481,0.05903,-0.019
-8.0,-0.8359,0.04423,-0.0121
-7.0,-0.7692,0.03509,-0.006
-6.0,-0.6927,0.02894,0.0008
-5.0,-0.6193,0.0254,0.0106
-4.0,-0.5429,0.02423,0.0235
-3.0,-0.4316,0.0252,0.0333
-2.0,-0.1264,0.0255,0.0016
-1.0,0.0249,0.02218,-0.0151
0.0,-0.0,0.0213,-0.0
1.0,-0.0249,0.02218,0.0151
2.0,0.1264,0.02549,-0.0016
3.0,0.4315,0.02519,-0.0333
4.0,0.5429,0.02423,-0.0235
5.0,0.6193,0.0254,-0.0106
6.0,0.6926,0.02894,-0.0007
7.0,0.7692,0.03509,0.006
8.0,0.8359,0.04423,0.0121
9.0,0.8482,0.05904,0.0189
10.0,0.7863,0.08121,0.0201
