Alpha,Cl,Cd,Cm
-10.0,-0.5309,0.12405,0.0317
-9.0,-0.5106,0.10885,0.0304
-8.0,-0.7697,0.05977,-0.0099
-7.0,-0.7475,0.04575,-0.0043
-6.0,-0.6857,0.03765,0.0046
-5.0,-0.6078,0.03446,0.0186
-4.0,-0.4737,0.03549,0.0305
-3.0,-0.1497,0.03291,-0.0029
-2.0,-0.0147,0.02731,-0.0197
-1.0,0.0087,0.02494,-0.0135
0.0,-0.0,0.02418,-0.0
1.0,-0.0087,0.02494,0.0135
2.0,0.0147,0.0273,0.0197
3.0,0.1498,0.0329,0.0029
4.0,0.4738,0.03548,-0.0306
5.0,0.6078,0.03445,-0.0186
6.0,0.6857,0.03765,-0.0046
7.0,0.7475,0.04575,0.0042
8.0,0.7698,0.05977,0.0099
9.0,0.6909,0.08526,0.0049
10.0,0.5318,0.12407,-0.0319
