Alpha,Cl,Cd,Cm
-10.0,-0.4201,0.12132,-0.0016
-9.0,-0.4053,0.10974,-0.0001
-8.0,-0.3756,0.09718,0.0026
-7.0,-0.3517,0.08462,0.0048
-6.0,-0.5468,0.04783,-0.03
-5.0,-0.4858,0.03732,-0.0263
-4.0,-0.4065,0.03081,-0.0217
-3.0,-0.3251,0.0265,-0.015
-2.0,-0.1157,0.02459,-0.0244
-1.0,-0.1171,0.02407,-0.0151
0.0,-0.0544,0.02596,-0.0134
1.0,0.0111,0.02897,-0.0133
2.0,0.1446,0.03427,-0.0266
3.0,0.3081,0.0399,-0.0427
4.0,0.4469,0.04482,-0.0516
5.0,0.5689,0.04926,-0.0549
6.0,0.6971,0.05202,-0.0541
7.0,0.8814,0.04521,-0.0451
8.0,1.0156,0.0407,-0.0321
9.0,1.0791,0.04808,-0.0235
10.0,1.084,0.06223,-0.0152
