Alpha,Cl,Cd,Cm
-9.0,-0.765,0.07123,-0.0153
-8.0,-0.816,0.05019,-0.0123
-7.0,-0.7638,0.03932,-0.0058
-6.0,-0.6935,0.03235,0.0019
-5.0,-0.6194,0.02881,0.0134
-4.0,-0.5308,0.02859,0.0281
-3.0,-0.3173,0.03035,0.0219
-2.0,-0.0074,0.02595,-0.0199
-1.0,0.0168,0.02343,-0.0143
0.0,-0.0,0.02261,-0.0
1.0,-0.0168,0.02343,0.0143
2.0,0.0075,0.02594,0.0199
3.0,0.3172,0.03034,-0.0218
4.0,0.5308,0.02859,-0.0281
5.0,0.6194,0.0288,-0.0134
6.0,0.6934,0.03235,-0.0019
7.0,0.7638,0.03932,0.0058
8.0,0.816,0.05019,0.0123
9.0,0.7754,0.07024,0.0158
10.0,0.6436,0.10924,-0.0066
