Alpha,Cl,Cd,Cm
-10.0,-0.5007,0.12507,0.036
-9.0,-0.4622,0.10974,0.0348
-8.0,-0.67,0.07614,0.0023
-7.0,-0.7011,0.05658,0.0021
-6.0,-0.6587,0.04646,0.0115
-5.0,-0.5415,0.04485,0.0266
-4.0,-0.2745,0.04188,0.0112
-3.0,-0.0603,0.03283,-0.0205
-2.0,-0.0225,0.02898,-0.0193
-1.0,0.0007,0.02677,-0.0126
0.0,-0.0,0.02606,-0.0
1.0,-0.0007,0.02677,0.0126
2.0,0.0226,0.02897,0.0193
3.0,0.0605,0.03281,0.0205
4.0,0.2748,0.04187,-0.0113
5.0,0.5416,0.04484,-0.0266
6.0,0.6588,0.04646,-0.0115
7.0,0.7011,0.05657,-0.0021
8.0,0.6702,0.07615,-0.0023
9.0,0.5873,0.1018,-0.0149
10.0,0.5021,0.12515,-0.0363
