Alpha,Cl,Cd,Cm
-10.0,-0.9736,0.01353,-0.0079
-9.0,-0.8729,0.01173,-0.0056
-8.0,-0.7684,0.01036,-0.0039
-7.0,-0.661,0.00927,-0.0027
-6.0,-0.5503,0.0086,-0.0021
-5.0,-0.4374,0.00819,-0.0019
-4.0,-0.3244,0.00774,-0.0018
-3.0,-0.2112,0.00728,-0.0017
-2.0,-0.0968,0.00698,-0.0018
-1.0,0.0169,0.00675,-0.0019
0.0,0.1284,0.00745,-0.0022
1.0,0.2279,0.00637,-0.0005
2.0,0.3428,0.0057,-0.001
3.0,0.485,0.00634,-0.0078
4.0,0.6173,0.00687,-0.0126
5.0,0.7424,0.00735,-0.016
6.0,0.8678,0.00786,-0.0197
7.0,0.9919,0.00842,-0.0231
8.0,1.1069,0.00905,-0.0248
9.0,1.2034,0.00978,-0.0226
10.0,1.2953,0.0109,-0.0198
