Alpha,Cl,Cd,Cm
-9.0,-0.8222,0.06327,-0.0184
-8.0,-0.8245,0.04688,-0.0126
-7.0,-0.7662,0.03683,-0.0061
-6.0,-0.6923,0.03032,0.0011
-5.0,-0.619,0.02675,0.0116
-4.0,-0.5418,0.02572,0.0253
-3.0,-0.3985,0.02729,0.031
-2.0,-0.0707,0.02591,-0.0079
-1.0,0.0215,0.02268,-0.0148
0.0,-0.0,0.02183,-0.0
1.0,-0.0215,0.02268,0.0148
2.0,0.0707,0.0259,0.008
3.0,0.3984,0.02729,-0.031
4.0,0.5418,0.02572,-0.0253
5.0,0.6189,0.02675,-0.0116
6.0,0.6923,0.03032,-0.0011
7.0,0.7662,0.03683,0.0061
8.0,0.8245,0.04688,0.0126
9.0,0.8223,0.06328,0.0184
