Alpha,Cl,Cd,Cm
-10.0,-0.9628,0.04768,-0.022
-9.0,-0.9205,0.03694,-0.0152
-8.0,-0.8484,0.02952,-0.0095
-7.0,-0.7635,0.02419,-0.0053
-6.0,-0.6861,0.02011,0.0006
-5.0,-0.6141,0.0172,0.0077
-4.0,-0.537,0.01562,0.0147
-3.0,-0.4556,0.01485,0.022
-2.0,-0.3751,0.01498,0.0307
-1.0,-0.2455,0.01635,0.0296
0.0,-0.0,0.01719,0.0
1.0,0.2455,0.01635,-0.0296
2.0,0.3751,0.01498,-0.0306
3.0,0.4556,0.01485,-0.022
4.0,0.5369,0.01562,-0.0147
5.0,0.614,0.0172,-0.0077
6.0,0.686,0.02011,-0.0006
7.0,0.7634,0.02419,0.0053
8.0,0.8484,0.02952,0.0095
9.0,0.9206,0.03694,0.0151
10.0,0.9628,0.04768,0.022
