Alpha,Cl,Cd,Cm
-10.0,-0.9361,0.05246,-0.0239
-9.0,-0.919,0.03933,-0.0156
-8.0,-0.8474,0.03147,-0.0102
-7.0,-0.7644,0.02557,-0.0055
-6.0,-0.6862,0.02125,0.0003
-5.0,-0.6145,0.01821,0.0076
-4.0,-0.5382,0.01659,0.0153
-3.0,-0.4582,0.01589,0.0236
-2.0,-0.3771,0.0162,0.0331
-1.0,-0.1937,0.0178,0.0221
0.0,-0.0,0.01776,0.0
1.0,0.1937,0.0178,-0.0221
2.0,0.3771,0.0162,-0.033
3.0,0.4581,0.01588,-0.0236
4.0,0.5381,0.01659,-0.0153
5.0,0.6144,0.01821,-0.0076
6.0,0.6862,0.02125,-0.0003
7.0,0.7644,0.02557,0.0055
8.0,0.8474,0.03147,0.0102
9.0,0.919,0.03933,0.0156
10.0,0.9362,0.05247,0.0239
