Alpha,Cl,Cd,Cm
-10.0,-0.47,0.10728,-0.0202
-9.0,-0.4948,0.09395,-0.0271
-8.0,-0.5743,0.06818,-0.0385
-7.0,-0.6366,0.03444,-0.0354
-6.0,-0.5651,0.02779,-0.0299
-5.0,-0.4798,0.0231,-0.0262
-4.0,-0.39,0.02037,-0.0236
-3.0,-0.3018,0.01872,-0.0217
-2.0,-0.1756,0.01756,-0.0257
-1.0,0.0407,0.01811,-0.0443
0.0,0.2302,0.01801,-0.0607
1.0,0.3907,0.01718,-0.0686
2.0,0.506,0.01671,-0.0667
3.0,0.6086,0.01675,-0.0624
4.0,0.7083,0.01724,-0.0579
5.0,0.8038,0.01803,-0.053
6.0,0.8934,0.01892,-0.0472
7.0,0.9694,0.02017,-0.0398
8.0,1.0196,0.02417,-0.03
9.0,1.0886,0.02983,-0.0239
10.0,1.1759,0.03635,-0.0209
