Alpha,Cl,Cd,Cm
-9.0,-0.8261,0.06337,-0.0183
-8.0,-0.8261,0.04711,-0.0124
-7.0,-0.7668,0.03709,-0.0061
-6.0,-0.693,0.03055,0.0012
-5.0,-0.6194,0.02699,0.0118
-4.0,-0.5399,0.02614,0.0257
-3.0,-0.3886,0.02775,0.0301
-2.0,-0.0588,0.02592,-0.0101
-1.0,0.0209,0.02278,-0.0147
0.0,-0.0,0.02193,-0.0
1.0,-0.0208,0.02278,0.0147
2.0,0.0588,0.02592,0.0101
3.0,0.3886,0.02774,-0.03
4.0,0.5398,0.02614,-0.0257
5.0,0.6194,0.02698,-0.0118
6.0,0.693,0.03054,-0.0012
7.0,0.7667,0.03709,0.0061
8.0,0.8261,0.04711,0.0124
9.0,0.8262,0.06338,0.0183
