Alpha,Cl,Cd,Cm
-10.0,-0.9656,0.04586,-0.0219
-9.0,-0.9245,0.03528,-0.0145
-8.0,-0.8471,0.0287,-0.0096
-7.0,-0.7631,0.02349,-0.0051
-6.0,-0.6862,0.01959,0.0008
-5.0,-0.6141,0.01675,0.0077
-4.0,-0.5366,0.0152,0.0145
-3.0,-0.4545,0.01441,0.0214
-2.0,-0.3738,0.01445,0.0295
-1.0,-0.2577,0.01575,0.0309
0.0,-0.0,0.01694,0.0
1.0,0.2577,0.01575,-0.0309
2.0,0.3737,0.01445,-0.0295
3.0,0.4545,0.01441,-0.0214
4.0,0.5365,0.0152,-0.0145
5.0,0.6141,0.01675,-0.0077
6.0,0.6862,0.01958,-0.0008
7.0,0.7631,0.02349,0.0051
8.0,0.8471,0.0287,0.0096
9.0,0.9245,0.03528,0.0145
10.0,0.9658,0.04586,0.0219
