Alpha,Cl,Cd,Cm
-10.0,-0.5216,0.10687,-0.0287
-9.0,-0.476,0.0922,-0.0254
-8.0,-0.6645,0.04655,-0.0432
-7.0,-0.6368,0.03393,-0.035
-6.0,-0.5656,0.02699,-0.0298
-5.0,-0.4797,0.02251,-0.0261
-4.0,-0.3901,0.01993,-0.0235
-3.0,-0.3018,0.01845,-0.0217
-2.0,-0.1578,0.0172,-0.0289
-1.0,0.0667,0.01761,-0.0485
0.0,0.253,0.01719,-0.0641
1.0,0.4044,0.01624,-0.07
2.0,0.5123,0.01584,-0.0668
3.0,0.6126,0.01598,-0.0622
4.0,0.7086,0.01664,-0.0575
5.0,0.805,0.0174,-0.0527
6.0,0.8937,0.01835,-0.047
7.0,0.9694,0.01967,-0.0398
8.0,1.02,0.02369,-0.0301
9.0,1.0881,0.02934,-0.0241
10.0,1.1802,0.03591,-0.022
