Alpha,Cl,Cd,Cm
-10.0,-0.9147,0.05919,-0.0244
-9.0,-0.9008,0.04506,-0.0176
-8.0,-0.8479,0.03515,-0.0106
-7.0,-0.7669,0.02834,-0.0058
-6.0,-0.6876,0.02339,0.0001
-5.0,-0.6158,0.02015,0.008
-4.0,-0.5407,0.01852,0.0169
-3.0,-0.4623,0.01804,0.0272
-2.0,-0.3611,0.01891,0.0346
-1.0,-0.0831,0.01991,0.0046
0.0,-0.0,0.01883,0.0
1.0,0.0831,0.01991,-0.0046
2.0,0.3611,0.01891,-0.0346
3.0,0.4623,0.01804,-0.0272
4.0,0.5406,0.01852,-0.0169
5.0,0.6158,0.02015,-0.0079
6.0,0.6876,0.02339,-0.0001
7.0,0.7668,0.02834,0.0058
8.0,0.8479,0.03514,0.0106
9.0,0.9009,0.04506,0.0176
10.0,0.9148,0.0592,0.0243
