Alpha,Cl,Cd,Cm
-10,-1.0779,0.01146,0.0044
-9,-0.9679,0.01061,0.0043
-8,-0.8563,0.00991,0.0039
-7,-0.743,0.00949,0.0033
-6,-0.6317,0.00761,0.003
-5,-0.5169,0.00678,0.0022
-4,-0.4007,0.00618,0.0012
-3,-0.2832,0.00582,-0.0001
-2,-0.164,0.00575,-0.0019
-1,-0.0438,0.00596,-0.0043
0,0.0762,0.00583,-0.0068
1,0.196,0.00489,-0.0097
2,0.3142,0.0049,-0.0115
3,0.4316,0.00512,-0.013
4,0.5485,0.00535,-0.0144
5,0.6644,0.00571,-0.0157
6,0.7782,0.00649,-0.0169
7,0.8904,0.00729,-0.0177
8,1.0014,0.00815,-0.0184
9,1.1095,0.00904,-0.0186
10,1.2161,0.00999,-0.0186
